game_date,game_length,game_template,game_version,tournament_id,owner_id,p1_rating,p1_fraction,p1_hero_start,p_1_hero_main,p1_rating_change,p2_id,p2_rating,p2_hero_main,p2_hero_start,p2_fraction,p2_rating_change,game_result
2017-11-13,144,8,1,82,36344,1772,3,47,117,9,20238,1607,25,25,2,-9,2
2017-11-21,216,8,1,82,36344,1781,9,136,25,2,38076,1419,75,117,8,-2,2
2017-11-23,211,8,1,82,36344,1783,6,89,70,7,20238,1552,25,25,2,-7,2
2017-11-25,211,8,1,82,36344,1790,9,139,37,13,37110,1723,25,25,2,-13,2
2017-11-25,216,8,1,82,36344,1803,2,25,25,6,20238,1554,52,52,4,-6,2
2017-11-26,145,8,1,82,36344,1809,7,108,108,11,41191,1677,141,141,9,-11,2
2017-11-27,214,8,1,82,36988,1525,3,47,117,28,36344,1820,87,89,6,-28,2
2017-12-06,126,8,1,96,36344,1792,3,47,73,8,20238,1582,70,104,7,-8,2
2017-12-06,212,8,1,96,36344,1800,9,144,143,7,20238,1574,25,25,2,-7,2
2017-12-07,224,8,1,96,36344,1807,8,114,67,1,38076,1374,25,25,2,-1,2
2017-12-08,144,8,1,96,36344,1808,1,2,87,-20,35529,1698,78,78,5,20,3
2017-12-08,141,8,1,90,36344,1788,2,20,78,4,46133,1495,18,18,2,-4,2
2017-12-08,121,1,1,90,15191,1582,5,78,73,24,36344,1792,25,23,2,-24,2
2017-12-09,145,10,1,90,43852,1465,4,54,116,28,36344,1768,25,25,2,-28,2
2017-12-10,146,10,1,90,36344,1740,2,25,73,17,27726,1760,72,72,5,-17,2
2017-12-15,147,8,1,90,36344,1757,2,25,78,4,25658,1447,104,104,7,-4,2
2017-12-16,134,8,1,96,21201,1770,3,37,74,16,36344,1761,25,25,2,-16,2
2017-12-16,147,8,1,96,10001,1569,3,37,37,23,36344,1745,89,89,6,-23,2
2017-12-17,127,8,1,96,45582,1533,6,89,89,24,36344,1722,111,47,3,-24,2
2017-12-17,132,8,1,96,36344,1698,6,87,87,13,20238,1622,70,17,1,-13,2
2017-12-19,133,8,1,96,36344,1711,7,108,68,18,36750,1751,104,89,6,-18,2
2018-01-03,123,8,1,96,36344,1729,8,114,9,11,28330,1608,25,52,4,-11,2
2018-01-03,212,8,1,96,36344,1740,2,25,25,4,47900,1438,89,89,6,-4,2
2018-01-03,132,8,1,96,36344,1744,3,49,9,10,28330,1597,105,52,4,-10,2
2018-01-08,123,10,1,91,36344,1754,1,2,117,6,30588,1912,87,87,6,-6,1
2018-01-09,127,8,1,90,36344,1760,2,20,111,1,45413,1326,87,18,2,-1,2
2018-01-12,143,8,1,96,44090,1563,6,89,89,24,36344,1761,141,141,9,-24,2
2018-01-12,115,8,1,96,36344,1737,6,89,73,9,28330,1554,117,117,8,-9,2
2018-01-13,116,8,1,96,36344,1746,2,25,25,8,28330,1554,52,52,4,-8,2
2018-01-14,137,14,1,91,36344,1754,2,25,66,10,15191,1606,37,2,1,-10,2
2018-01-15,132,8,1,96,37639,1505,1,2,134,26,36344,1764,116,116,8,-26,2
2018-01-15,133,4,1,91,36344,1738,3,47,89,10,15191,1596,73,73,5,-10,2
2018-01-17,133,8,1,96,14751,1853,8,117,117,12,36344,1748,2,47,3,-12,2
2018-03-02,137,8,1,91,22627,1697,4,52,56,-14,36344,1736,87,25,2,14,3
2018-03-09,133,15,1,91,36344,1750,1,2,79,13,22627,1670,25,25,2,-13,2
2018-03-23,123,4,1,96,40039,1691,8,117,117,19,36344,1763,47,47,3,-19,2
2018-03-30,134,10,1,91,21201,1847,9,135,141,12,36344,1744,104,114,8,-12,2
2018-04-01,124,15,1,90,36344,1732,2,23,72,14,36906,1670,145,54,4,-14,2
2018-04-02,124,4,1,96,36344,1746,8,117,87,11,37150,1610,25,25,2,-11,2
2018-04-04,131,10,1,105,42846,1514,3,49,87,-6,36344,1757,78,134,9,6,3
2018-04-07,146,8,1,105,36344,1763,4,54,104,5,9534,1478,117,117,8,-5,2
2018-04-07,121,10,1,105,36344,1768,6,89,73,1,40690,1403,25,25,2,-1,2
2018-04-10,117,8,1,91,21201,1812,1,2,73,14,36344,1769,25,25,2,-14,2
2018-04-13,142,6,1,105,39240,1647,2,25,70,20,36344,1755,78,78,5,-20,2
2018-04-17,124,4,1,90,15190,1687,5,73,73,18,36344,1735,25,25,2,-18,2
2018-06-29,143,10,1,105,36344,1717,7,108,108,17,35529,1746,25,54,4,-17,2
2018-06-29,136,14,1,105,36344,1734,3,49,78,-16,35529,1729,87,87,6,16,3
2018-06-29,141,8,1,105,36344,1718,9,135,73,17,35529,1745,77,17,1,-17,2
2018-07-04,143,8,1,111,36344,1735,2,25,87,12,20238,1639,72,47,3,-12,2
2018-07-08,122,14,1,105,40400,1884,7,108,140,11,36344,1747,75,49,3,-11,2
2018-07-09,147,8,1,111,43065,1744,6,87,87,16,36344,1736,25,25,2,-16,2
2018-07-11,126,10,1,105,40400,1906,9,132,90,9,36344,1720,72,108,7,-9,2
2018-07-20,141,8,1,111,36344,1711,6,89,89,14,20238,1669,25,17,1,-14,2
2018-07-20,136,8,1,111,36344,1725,9,142,73,13,20238,1655,25,47,3,-13,2
2018-07-22,137,8,1,111,28330,1688,1,2,73,18,36344,1738,108,108,7,-18,2
2018-08-10,125,8,1,111,36344,1720,1,17,145,18,25952,1781,25,25,2,-18,2
2018-08-02,145,8,1,111,36988,1612,9,136,9,20,36344,1720,71,54,4,-20,2
2018-08-12,144,8,3,109,36776,1648,5,78,78,20,36344,1738,104,104,7,-20,2
2018-08-14,122,8,1,111,25952,1763,4,55,55,14,36344,1718,71,114,8,-14,2
2018-08-25,134,8,1,111,30243,1657,9,140,75,18,36344,1704,89,89,6,-18,2
2018-08-27,132,8,1,111,36344,1686,3,49,25,17,30243,1702,76,54,4,-17,2
2018-09-23,135,8,1,111,36344,1703,7,108,87,15,28755,1675,70,25,2,-15,2
2018-10-06,136,8,1,111,43065,1661,7,108,108,18,36344,1718,78,78,5,-18,2
2018-10-20,121,8,1,111,30588,1925,8,117,117,7,36344,1700,80,17,1,-7,2
2018-11-07,121,8,1,111,28330,1735,9,134,73,14,36344,1693,68,17,1,-14,2
2018-11-21,136,8,1,111,36988,1702,8,118,73,15,36344,1679,75,140,9,-15,2
2018-11-25,131,8,1,111,36344,1664,3,49,81,7,55778,1434,2,2,1,-7,2
2018-12-12,146,8,1,124,36344,1671,8,114,67,8,37002,1483,73,37,3,-8,2
2018-12-17,132,8,1,124,36344,1679,3,49,108,11,9534,1553,104,144,9,-11,2
2018-12-27,223,8,1,123,14714,1563,5,78,73,21,36344,1690,72,72,5,-21,2
2018-12-29,125,4,1,123,35111,1503,8,117,117,23,36344,1669,73,73,5,-23,2
2019-01-03,124,8,1,124,36344,1646,2,25,25,7,28680,1418,117,117,8,-7,2
2019-01-04,125,8,1,124,36344,1653,1,17,79,6,47900,1406,138,139,9,-6,2
2019-01-05,144,8,1,124,36344,1659,2,25,25,6,47900,1400,145,117,8,-6,2
2019-01-09,132,8,1,124,36344,1665,1,17,25,9,37002,1482,89,49,3,-9,2
2019-01-10,125,8,1,124,36344,1674,6,89,89,6,38076,1419,87,2,1,-6,2
2019-01-12,223,8,1,124,36344,1680,8,114,108,5,38076,1413,67,2,1,-5,2
2019-01-19,144,10,1,123,36344,1685,5,78,78,13,22468,1608,9,17,1,-13,2
2019-01-20,137,8,1,123,36344,1698,5,78,78,1,21634,1222,25,25,2,-1,2
2019-01-23,144,8,1,124,36344,1699,3,49,18,3,38076,1379,78,2,1,-3,2
2019-01-26,122,15,1,123,35529,1806,1,2,2,12,36344,1702,78,78,5,-12,2
2019-01-28,214,8,1,124,36344,1690,3,49,66,3,38076,1364,67,89,6,-3,2
2019-01-29,134,8,1,124,36344,1693,7,108,108,2,38076,1335,78,78,5,-2,2
2019-02-01,121,8,1,124,36344,1695,1,17,76,15,43065,1675,87,87,6,-15,2
2019-02-11,213,8,1,124,36344,1710,7,105,104,3,38076,1373,66,25,2,-3,2
2019-02-11,133,8,1,124,36344,1713,8,114,75,7,20719,1484,89,89,6,-7,2
2019-02-13,127,8,1,124,36344,1720,4,54,141,3,42846,1404,104,104,7,-3,2
2019-02-21,146,8,1,124,36344,1723,8,114,104,4,38076,1421,89,89,6,-4,2
2019-02-22,146,8,1,124,36344,1727,6,89,87,4,38076,1417,81,138,9,-4,2
2019-02-23,146,8,1,124,36344,1731,5,78,78,14,31654,1687,104,104,7,-14,2
2019-02-24,211,8,1,124,36344,1745,3,49,93,13,31654,1666,104,104,7,-13,2
2019-03-03,141,8,1,124,36344,1758,3,49,76,13,31654,1688,104,104,7,-13,2
2019-03-03,145,8,1,124,36344,1771,3,49,58,2,38076,1423,25,25,2,-2,2
2019-03-07,142,8,1,124,31654,1686,7,104,104,19,36344,1773,77,17,1,-19,2
2019-03-11,213,8,1,124,28755,1775,8,117,117,15,36344,1754,79,49,3,-15,2
2019-03-12,146,8,1,124,36344,1739,7,105,75,4,38076,1448,72,2,1,-4,2
2019-03-13,131,15,1,123,52660,1510,6,89,89,25,36344,1743,78,78,5,-25,2
2019-03-24,135,8,1,124,36344,1718,4,54,73,5,38076,1451,141,141,9,-5,2
2019-04-12,141,8,1,124,20238,1636,9,130,130,19,36344,1723,89,89,6,-19,2
2019-05-24,137,8,1,124,36344,1704,2,25,25,17,20238,1739,78,108,7,-17,2
2019-05-31,224,8,1,124,36344,1721,3,49,18,4,20719,1415,89,89,6,-4,2
2019-06-02,213,8,1,138,36344,1725,4,54,73,13,33876,1655,72,47,3,-13,2
2019-06-02,127,8,1,144,36988,1742,7,108,108,16,36344,1738,111,17,1,-16,2
2019-06-06,142,8,1,144,36344,1722,3,49,69,4,20719,1411,70,89,6,-4,2
2019-06-08,141,8,1,144,35326,1658,8,117,117,19,36344,1726,79,54,4,-19,2
2019-06-08,141,8,1,138,48865,1915,9,138,138,8,36344,1707,25,25,2,-8,2
2019-06-09,216,8,1,144,36344,1699,8,114,117,4,20719,1407,67,105,7,-4,2
2019-06-09,131,8,1,144,20238,1720,1,17,8,15,36344,1703,141,49,3,-15,2
2019-06-10,136,8,1,144,36344,1688,3,49,66,6,20719,1428,73,105,7,-6,2
2019-06-12,137,8,1,144,48865,1923,4,54,73,7,36344,1694,70,108,7,-7,2
2019-06-12,141,8,1,144,20238,1705,1,17,76,15,36344,1687,78,130,9,-15,2
2019-06-12,132,8,1,144,20238,1720,1,17,84,14,36344,1672,78,78,5,-14,2
2019-06-24,146,8,1,144,36344,1658,7,108,108,8,55978,1448,47,47,3,-8,2
2019-06-30,142,8,1,144,20238,1649,8,117,117,17,36344,1666,73,49,3,-17,2
2019-07-02,141,8,1,144,36344,1649,2,25,25,17,20238,1684,108,54,4,-17,2
2019-07-04,125,8,1,144,36344,1666,7,108,108,9,37002,1502,117,117,8,-9,2
2019-07-07,145,8,1,144,36344,1675,1,17,81,6,20719,1418,73,141,9,-6,2
2019-07-10,146,8,1,144,31654,1825,6,89,87,10,36344,1681,78,78,5,-10,2
2019-07-16,131,8,1,145,36344,1671,8,121,25,2,37720,1317,104,17,1,-2,2
2019-07-21,132,18,1,144,32359,,2,20,145,,36344,,73,28,2,,2
2019-07-30,144,8,1,145,43257,1744,8,117,78,13,36344,1673,70,108,7,-13,2
2019-07-31,134,8,1,138,36344,1660,3,49,108,25,36865,1889,66,117,8,-25,2
2019-07-31,124,8,1,144,36344,1685,4,54,68,15,20238,1656,108,108,7,-15,2
2019-08-05,142,8,1,144,36344,1700,7,108,87,7,20719,1463,145,145,9,-7,2
2019-08-12,142,10,1,145,36344,1707,9,135,67,14,35344,1647,79,17,1,-14,2
2019-08-24,135,10,1,145,30588,1868,7,108,108,10,36344,1721,81,139,9,-10,2
2019-08-24,141,10,1,138,11683,1622,2,25,25,20,36344,1711,17,114,8,-20,2
2019-08-25,142,8,1,138,36344,1691,3,49,79,14,11683,1642,25,25,2,-14,2
2019-08-27,122,8,1,144,36344,1705,2,25,25,5,20719,1425,87,87,6,-5,2
2019-08-27,124,8,1,144,20719,1420,2,25,25,28,36344,1710,78,116,8,-28,2
2019-08-28,115,8,1,144,36344,1682,9,135,104,7,20719,1448,25,25,2,-7,2
2019-09-01,136,10,1,138,36344,1689,3,49,76,14,11683,1628,25,25,2,-14,2
2019-09-10,125,15,1,145,20238,1647,4,54,69,18,36344,1703,17,17,1,-18,2
2019-09-15,134,8,1,144,36988,1709,1,13,87,15,36344,1685,78,89,6,-15,2
2019-09-19,135,8,1,138,36344,1670,7,108,75,13,44854,1595,87,89,6,-13,2
2019-09-20,134,8,1,138,44854,1582,3,37,37,20,36344,1683,74,130,9,-20,2
2019-09-24,127,10,1,145,17304,1577,7,111,111,19,36344,1663,108,28,2,-19,2
2019-10-08,215,8,1,145,36344,1644,1,17,66,1,36562,1278,9,89,6,-1,2
2019-10-11,131,8,1,138,36344,1645,9,142,72,15,44854,1625,47,55,4,-15,2
2019-10-19,122,8,1,138,36743,1979,7,108,108,3,36344,1660,141,17,1,-3,2
2019-10-19,144,10,1,138,36743,1982,1,17,84,3,36344,1657,74,108,7,-3,2
2019-11-01,122,15,1,145,36344,1654,6,89,89,13,56372,1582,73,78,5,-13,2
2019-11-11,143,8,1,144,36344,1667,4,54,75,24,48865,1858,79,25,2,-24,2
2019-11-11,123,4,1,145,48865,1834,6,89,89,10,36344,1691,25,25,2,-10,2
